route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
22588,CMBC,C45,COTTONWOOD/HANEY PLACE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC45.pdf, , 
22589,CMBC,C46,ALBION/HANEY PLACE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC46.pdf, , 
22590,CMBC,C47,ALOUETTE/HANEY PLACE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC47.pdf, , 
22591,CMBC,C48,THORNHILL/HANEY PLACE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC48.pdf, , 
22592,CMBC,C49,RUSKIN/HANEY PLACE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC49.pdf, , 
22593,CMBC,C5,ROYAL OAK STN/EDMONDS STN, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC5.pdf, , 
22594,CMBC,C50,OCEAN PARK/PEACE ARCH HOSPITAL, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC50.pdf, , 
22595,CMBC,C51,OCEAN PARK/WHITE ROCK CENTRE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC51.pdf, , 
22596,CMBC,C52,SEASIDE/WHITE ROCK CENTRE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC52.pdf, , 
22597,CMBC,C53,CRANLEY DRIVE/WHITE ROCK CENTRE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC53.pdf, , 
22598,CMBC,C6,METROTOWN STN/SUNCREST, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC6.pdf, , 
22599,CMBC,C60,LANGLEY CENTRE/LANGLEY HOSPITAL, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC60.pdf, , 
22600,CMBC,C61,LANGLEY CENTRE/BROOKSWOOD, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC61.pdf, , 
22601,CMBC,C62,LANGLEY CENTRE/WALNUT GROVE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC62.pdf, , 
22602,CMBC,C63,LANGLEY CENTRE/FERNRIDGE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC63.pdf, , 
22603,CMBC,C64,LANGLEY CTR/WILLOWBROOK, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC64.pdf, , 
22604,CMBC,C7,METROTOWN STN/EDMONDS STN, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC7.pdf, , 
22605,CMBC,C70,CLOVERDALE/WILLOWBROOK, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC70.pdf, , 
22606,CMBC,C71,SURREY CNTRL/SCOTT RD STN, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC71.pdf, , 
22607,CMBC,C73,GUILDFORD/ SURREY CNTRL STN, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC73.pdf, , 
22608,CMBC,C75,NEWTON EX/SCOTTSDALE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC75.pdf, , 
22609,CMBC,C76,SCOTTSDALE/LADNER EX, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC76.pdf, , 
22610,CMBC,C8,QUAYSIDE/NEW WESTMINSTER STATION, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC8.pdf, , 
22611,CMBC,C84,ENGLISH BLUFF/SOUTH DELTA REC CENTR, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC84.pdf, , 
22612,CMBC,C86,LADNER SOUTH/LADNER EXCH, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC86.pdf, , 
22613,CMBC,C87,EAST LADNER/LADNER EXCH, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC87.pdf, , 
22614,CMBC,C88,LADNER NORTH/LADNER EXCH, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC88.pdf, , 
22615,CMBC,C89,BOUNDARY BAY/SOUTH DELTA REC CENTRE, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC89.pdf, , 
22616,CMBC,C9,NEW WESTMINSTER STN/LOUGHEED STN, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC9.pdf, , 
22617,CMBC,C92,BRIDGEPORT STATION/SEA ISLAND SOUTH, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC92.pdf, , 
22618,CMBC,C93,RIVERPORT/STEVESTON, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC93.pdf, , 
22619,CMBC,C94,RICHMOND OVAL/BRIGHOUSE STN, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC94.pdf, , 
22620,CMBC,C96,EAST CAMBIE/BRIGHOUSE STATION, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC96.pdf, , 
22621,CMBC,C98,KINGSWOOD/22ND ST STN, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttC98.pdf, , 
22623,CMBC,N10,DOWNTOWN/RICHMOND NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN10.pdf, , 
22624,CMBC,N15,DOWNTOWN/CAMBIE NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN15.pdf, , 
22625,CMBC,N16,NANAIMO/RENFREW NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN16.pdf, , 
22626,CMBC,N17,DOWNTOWN/UBC NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN17.pdf, , 
22627,CMBC,N19,DOWNTOWN/SURREY CNTRL STN NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN19.pdf, , 
22628,CMBC,N20,DOWNTOWN/VICTORIA NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN20.pdf, , 
22629,CMBC,N22,DOWNTOWN/DUNBAR NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN22.pdf, , 
22630,CMBC,N24,DOWNTOWN/ LYNN VALLEY NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN24.pdf, , 
22631,CMBC,N35,DOWNTOWN/SFU NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN35.pdf, , 
22632,CMBC,N6,DOWNTOWN/WEST END NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN6.pdf, , 
22633,CMBC,N8,DOWNTOWN/FRASER NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN8.pdf, , 
22634,CMBC,N9,DOWNTOWN/COQUITLAM STN NIGHTBUS, ,3,http://infomaps.translink.ca/Public_Timetables/94/ttN9.pdf, , 
22635,CMBC,P25,NES SHOW UP , ,3, , , 
